,Statements,Label
725,Rer waqooyiga aad matasho ha ku dhiiradaan takorka kula jebiyaan adiga sidii lagu galayba waad ogayd marka Somaland ku takoortaad matashaa guul somalia ud83c uddf8 ud83c uddf4,1
726,Qaadka Miiroowga ah wali looma ogola in dalka la keeno Isfahamka labada dal waa mid ku eg soocelinta xiriirka diblomaasiyadeed Kala ganacsi iyo wax wada qabsi waxay ku iman karaan wadaxaajood iyo gorgortan ay ka dhalato dheef wadaag qalanta labada dal,1
727,Madaxweynaha Galmudug iyo Madaxweyne kuxigeenka waxay qabteen shaqo cajiib ah Galmudug la aantiis Amniga Qaadka ayaa horumarin doona dhaqaaluhuna wuxuu noqon doonaa mid barwaaqo ah abuuritaanka bulsho farxad iyo caafimaad qabta Joogtada ah,1
728,Masaajida io goobaha lagu cibaadaysto waa free oo wax lacag ah layskama qaado meesha ay maherada io kabadhada qaadka ay jaam yihiin iyadoo lacag layska qaado,1
729,Farmaajo Tallada waa mid wanaagsan oo wax ku ool ah Fadlan burburiyo buushashka Qaadka waa in iibsado dhamaan miisaska Qaadka lagu gadaayay oo dhan si ay LACAG loo siiyo amba lacag loogu celiyo masaakiinta ka ganacsiga ee Qaadka Fadlan billow,1
730,Daawo flim gaaban oo laga sameeyay qisadi Qadiid oo dhalinta rer qardhood isku abaabulen sidi flim cajiiba uga sameen lahayen qaadka iyo dhibatadiisa waxay midan yihiin dhalinta dhiirigalin,1
731,abdiwahaab Meqamka wuu ka siman yahay Misna kala damiir roon Dabcan waxana doonaya labka iyo dhaddiga markan Soomali weyn markan barno ragga Aamin san dumarkeena iney juura falka Loo tabcay barno iney san loo tabcane gabadhu xorriyad iney leedahay ayaan Amba qaadka toosan ka aamin sii,1
732,Hanbalyo hanbalyo hanbalyo,1
733,Midowga maxaakiimta markay joojiyeen qaadka dhibaatada hooyooyin iyo qoysas badan ay kala kulmeen waa la xasuusta,1
734,Hanbalyo Mid kamida Qoyska iyo lamaanaha ku soo biiray qoysaska islaamka Dhisma oo Dhaqma Farhiya Fiska iyo Mubaarak,1
735,Waxa Muse Bixi sheegayna hada Qaadka la joojinwaayo waxa meesha ka dhaca inu masuul ka noqondoono Weli Muse Bixi ma aaminsana in covid19 isu badalidoono yomal qiyaameh hadu meesha so galo 1,1
736,Somaliya somali baa leh kala qaadka iyo fara galinta hanaga daayo Hadaanu nahay qaran madax banaan,1
737,Maxamedow walahi saas hadda mskaxdeyda ku jirtay waxaan is iri horta geedka qaadka dhulkeenna ma lagu beeri karaa Wixii maba daynaynee aan lacagteenna caynsanno,1
738,mnsha allh,1
739,Farmaajo Madaxweyne shacabka soomaliyeed waa ku jecel yihiin laakin maalintaa qaadka furtaa waxaan Hubaa dad badan in ey ku nacayaan oo aan aniga kamid ahay waxaan kaa rajeynayaa adiga iyo dowladaada in qaadka dhan aad naga xirtaan si wadanka hormar gaaro kaliya haka fakirina taxes,1
740,Qaadka Miiroowga ah wali looma ogola in dalka la keeno Isfahamka labada dal waa mid ku eg soocelinta xiriirka diblomaasiyadeed Kala ganacsi iyo wax wada qabsi waxay ku iman karaan wadaxaajood iyo gorgortan ay ka dhalato dheef wadaag qalanta labada dal War cad soo maahan,1
741,Masuulkii balan qaada qaadka iyo alshabaab inuu nagaqabanayo codka shacabka heli lahaa doorashada xigta ee puntland insha Allah hadii ay noqoto vote oo wax qabadkiisa uu kudaro inuu qaadka joojinayo waxaan balan nagu aha hadaan nahay dhalinyarda inuu codkena helaa,1
742,Marwo C Mohamed Ameen Queen ud83d udc51 ud83d udc51 ud83d udc51 ud83d udc51 ud83d udc51,1
743,Wasaaradda Maaaliyadda ayaa ka Muhiimsan Wasaaradda Ganacsiga cida kaliya ee joojin karta qaadka waaa,1
744,Cusub Geesiyad inay noqoto gaashan qaadka iyo gacalo dadkeena gurmad ah inay noqto waan jeclaan lahaa Lkn xaqiqo wxn ogahay xajadan igu sawirta in anay dhafsisanayn Hadalkayga waxa badinayana wxy tahay hadimda aad ku halagsamaysan ayan ka gubanayaa wax dhacsii ayan isleyahay,1
745,fiska ud83d udc9c aktober,1
746,Maalin wanaagsan Mudane Madaxweyne Farmaajo Mudane Madaxweyne ma maqashay in Madaxweyne inuu ciidamadiisa ka mamnuucay isticmaalka Qaadka dhanka kalena uu doonayo in Soomaliya fasaxdo diyaaraha Qaadka dhanka kalena inuu dib idhigay kiiskii maxkamada ICJ,1
747,Naima inbti xaalka deji ,1
748,Aad iyo aad very energetic waaye qofla qaadka cuninm qaaddiid,1
749,Ali26 Waa layaab madaxweynuhu ma safar jacayl bay ka tahay daraad unbuu soo laabtaye 2 weeks later xukun is badalaya wuxuu kala heshiin iyo cid uu la heshiinba muu iska sugo 2da isbuuc doorashada ka dhiman heshiisyadii horey looga diiday buu saxiixayaa bn filayaa ee qaadka,1
750,Dad badan oo aan arkey face maska wejiga wey xiran yihiin lakiin salaam qaadka kama reebana COVID 19 kane si fudud ayuu kugu dhici karaa kaliya kugu ma filna xirashada face maska Prevention is better than cure,1
751,Alimadar Abdullaahi waaw ined show waad gabaydaa,1
752,Haddii ay WANAAG amp khayr umadda la rabaan Way xarimi lahaayeen qaadka,1
753,Gob waxaad ku tahay hodan garashad tus qaadka ah iyo garaad wacan oo aad leedahy,1
754,Barkhad midgaanaw sawdiga kiiyara khashifay dadku mabay ogayn in gabooye yahaye,1
755,Faysal Faras oo ka mida ganacsatada qaadka keena dalka oo balan qaaday inuu ugu horayn doono lacagta lagu soo iibinayo mishiinka shaybaadhka ee xanuunka Coronavirus,1
756,Waxa jirta aayad quraan oo ku jirta surah Anfal taas o fasiraadeeda tahay Eebe wuxu idin siin doona mid ka kheyr badan wixii la idinka qaaday Maxaad la murug san tahay miyuuna kugu fileen balan qaadka rabigaa,1
757,Salaadaha shanta ah Jimcada ilaa Jimcada kale soon qaad ilaa soon qaadka kale danbiyada waalagu dhaafaa inta dhaxayso marka laga reebo kuwa waa weyn,1
758,yaasminaaa Siiba kuwi qaadka You know they don t stop even if they hit someone they take the Qaad first and return later Daamnnnn,1
759,Yuusuf Salax x y malintaan ku soo saray ninka farxiya ma xasusty inuu yahay cidan barkhad batuun,1
760,Hambalyo,1
761,Kenya wuxuu tagay Ganacsiga qaadka oo uu isagu share ka ugu badan leeyahay waxaana kusoo dhaweeyay wasiirka Miiraga Tanzania na wuxuu tagay arimo ganacsi oo isaga ugaara waxaana soo dhaweeyay wasiirka Ganacsiga Madaxwayne qaran Mise ganacsade qaran,1
762,Am u00ed u00edr B u00f3 u00fch Ada U hadhey sow ma ah,1
763,Waxaa aan aaad soo dhawaynaynaa ballan qaadka Amal Bank ee ah in ay maal gelin iyo taageeris fidiso dumar weynaha somaliland waxaa aan ka codsanaynaa bangiga Amal in ay tix gelin gaar ah siiso x LaunchAmalBank,1
764,Soomaliya oo markale quus goysay ganacsatada Qaadka Kenya iyo war cusub oo ay kasoo saartay Qaadka,1
765,Funny story Qiso Qaadka ku saabsan Sheekh Mustafe Xaaji Ismail Harun,1
766,Ha dhamaado takoorku,1
767,Latalaabso cidii uqalanta lajaan qaadka noloshaada kana maaran cidii fahmi weyda qimahaaga,1
768,Mashlaaaah ud83e udd70 hanballyo ud83e udd70 hanballyo ud83e udd70 nWaan slamay xil barkhad iyo boqorkaba,1
769,Nice try but my phone already has a number,1
770,Hambalyo once again,1
771,Wiilka magtiisa qaata,1
772,Alle ha isku barakeeyo awlaad khayr qabtana hakala siiyo nWaa run waa in cudurkaa laga takhaluso,1
773,Xilibaan Lugtii Balastarkii ma ka furty ud83d ude01 u270b,1
774,Farmajo waa daacad walaalkiis ayuu uxiray Qaadka jaadka hareeriga Ethopia in uu Somaliya keeno Farmajo waa wadani Kenya ayuu Ethopia ka jeclaaday Markii hore hishii ayuu TPLF lagalay Qalbi dhagax ayuu udhiibay Iyaguna waxey afduubeen SWS iyo Galmudug state Kaligiis wadani,1
775,Qarax ayaa maanta ka dhacay goob ay dadku ku badanyihiin oo ku taalla Suuq lagu iibiyo xoolaha iyo qaadka oo ku yaalla magaalada Baled Xaawo ee gobolka Gedo Maamulka degmada ayaa xaqiijiyay dhimashada 6 qof oo shacab ah iyo dhawaaca 8 ruux oo kale,1
776,Guddoomiyaha Cusub ee Degmada Agabbar oo Xilka la wareegay iyo Ballan qaadka Qorsheyaashiisa Wax qabad,1
777,Been badana iyagaaba cunee laamiyadana wa buuxaa qaadka e igu sawirta ma dhamato miyaa,1
778,Qof walba naftiisa isaga masuul ka ah weligeed waxaa laga hadlayaa dhibaatada qaadka lkn dadka isticmaala ma dhegsytaan wayna ogyhina illaahay haka madoobeeyo Dawladuna ma joojiso qatka iygo ku ilaalinaya xidhiidhka Kenya iyo Itoobiya waa dhibaato weyn walahi,1
779,Talaabada lagu joojiyey qaadka oo aan laga carabaabin wax kasta oo dalka lasoo geli jiray ayaa ah sidii loo xakameyn lahaa faafidda cudurka Coronovirus oo saameeyey dalalka deriska la ah Soomaaliya ee Kenya iyo Itoobiya sii akhri,1
780,Ilaalada Madaxweyne caan ka ah Afrika oo looga maaro waayey joojinta cunista Qaadka,1
781,Farxiya fiska waa ayo qabiilkeedu,1
782,Ganacsatada Qaadka oo Cabasho Ka Ah Dad Garab Ka Heysta Dowladda,1
783,Waqtiga iyado iska yar yahey hadana yuu nagu so celin kuwa badan oo dhuuni qaadka kaba qaadka ah wa la yaqaana,1
784,Wa ku saxsantahay lkn wa inaad ka hadashaa qaadka ithiopia ka imaanaya o qardho lagu gadayo mudane tan ha no dambeysee,1
785,Good news Lakin Diyarada ha Qaadka kenya ka keenaya Maxa lo Jojin la yahay,1
786,Daroogada oo dhan in Gado laga Mamulo xitta daska deegaanka uma roona oo Tubakada ka badan Daroogada qaadka udaaya Somalida inteda kale Caqligena diid Qadka kenya Waa dila kan Itoobiyana waa daweye wa laso fasaxa mahane wa laso dhoba ninkii lo xiray marki hore hadda galbay sxb,1
787,Majiro laangaab ee waxa jira maangaab,1
788,Saxaafadda Kenya oo soo bandhigtey guusha Kenya ee heshiiskii Qaadka Miiraaga,1
789,Horta wiilasha qaadka la siinayo ee Caaqiladoodu hubaynayaan iyo degaanada qaadanaya 0 012 ha loo caqli celiyo Hadii la sameeyo guddi aqoonyahano ah oo degaanada ah macdanta waa la ilaalin karaa,1
790,Daawo Xasan Sheekh oo looga digay qorshaha qaadka Kenya loogu xirayo dad gaar ah via,1
791,Haddaad nin waalan tallo wayddiiso sida Maxamed Kaahin oo kale ayuu kuula taliyaa Dawladda loogama baahna in ay halista COVID 19 badheedho iyada oo danaha dhaqaale ee Itoobiya ilaalinaysa Laba mid doorta QAADKA ama DADKIINA,1
792,Farmaajo Abuukarow qaadka inaan diidno aan ku ekaano siyaasad meelxun ayey kula galeysaa waxayna wax dhimi kartaa halgankaagii wanaagsanaa,1
793,Hablahii reer muqdisho waxay ku baaqaya in la fiirsado Aaway nimankii muqdhisho joogay ma qaadka ayay ku mashquulsan yihiin Waar meesha ka kaca oo ishagaajiya oo isku xidh hablaha hadii kale wa inay nimanka reer Somaliland oo so gurmadaan,1
794,Kala duwanaanshaha dhaqan ee reer Koonfur amp Waqooyi Reer Koonfurka qofka wax dhibaateeya ee musiibada ah marka uu dhinto waxay yiraahdaan qof wanaagsan buu ahaa oo dal amp dad jecla halka reer waqooyiga marki uu kaas oo kale dhinto ay yiraahdaan ILLAHAY ba na dhaafay Alle qaadka,1
795,Mashallah ha dhamato takoorku,1
796,Somaliland ayaa qaaday dhammaan xayiraadii ay soo rogtay ee lagaga hortagayay faafida Caabuqa COVID19 Waxaana la fasaxay Duullimaayada Ciyaaraha Waxbarashada Hotelada iyo Qaadka Sida uu Warbaahinta sheegay Madaxweyne Ku xigeenka Somaliland C raxmaan Saylici,1
797,alle haka dhowro dhibaatada nacbka,1
798,Waa masuuliyadda saaran madaxda qaranka inay ilaaliya an MASLAXADDA umadda Sidaa darteed waa MUHIIM INAY DAWLADDA DAWLAD DHEXE amp MID GOBOL JOOJISO QAADKA LAGA KEENO DAWLADAHA DERISKA AH GAAR AHAAN LAGA KEENO KENYA,1
799,M Omer M Omer madaxweynihii ogu dul Qaadka badana 12 Ruux o Rer Dalal gulled Mel kuma Gadhsinayso umada Deegaanka fur commentiga FBga,1
800,Daawo Wasiir Koore Oo Hanjabaadii Ugu Cuslayd Hawada Umariyay Dadka Ka Ganacsada Qaadka,1
801,Masha Allah,1
802,Hay adda Duulista Hawada Soomaaliyeed SCAA waxay si sharaf leh ugu war gelineysaa dhammaan howlwadeenada in Qaadka Mirra oo la keeno Soomaaliya ay weli mamnuuc tahay Dowlada Somalia oo War ka soo saartay keenista Qaadka Kenya Akhriso,1
803,Danka hadal iyo Iphone 14 Pro max,1
804,Jama Raganu waa raga umada ku rogay qaadka baas we don t really care cirka haday qaad ka soo dhoofsadaanba qaad waa qaad uun,1
805,Hanbalyo hanbalyo hanbalyo,1
806,Xay tahay il fuurnimadaas oo kale marka,1
807,Aden Osman Mohamoud waxba sxb ee post hambalyo iyo duca ah soo dhig baan ka wadaa U kala kici seedigaa,1
808,Waxa aan maanta saxaafadda iyo bulshada Soomaaliyeed la wadaagay arinka Qaadka Jaadka oo cabashooyinkiisa aan ku dhex arkay Baraha Bulshada waxa aan Ummadda Soomaliyeed xaqiijinayaa in aysan jirin cid ay Dowladdu si gaar ah ugu xirtay keenista Qaadka,1
809,Wallaalow Af SOMALI ugu sheeg si ay fahman Cudurkan mid sahlan bey heystaan Somali way hurudaa cudurkan shuban biyood bey wax ka qaban la yihiin ma kan ICU dadka badankii baahan yihiin oo Italy ka yaabiyey amp Dunida oo dhan miyey awoodi karaan QAADKA HA JOOJIYAN,1
810,Hadad jeedo magaca ALLAH Love  ku dhoob u0627 u0644 u0644 u0647 u2764 u2764 nFollow ii dhaha illah dartis walalayal,1
811,Daami ayaan biyo gelin xallaal ah Ka bilaabaya xildhibaan,1
812,Masha allh hanbalyo,1
813,Rooble Baahane oo laga dhexsaari wayay Villasomalia Rooble ayaa Dan dhaqaale dhex fadhiya Villada Ilo lagu kalsoonan Karo ayaa xaqiijiyay in Qaadka loo xiray,1
814,H Warfa Somaliweyn filsan Mohammed Talaaabo qaadka aan baahanahay isla markaana aan idinku taageerayno waa tanoo kale Shacabka in loo adeego isla markaana baahiyahooda gaarka ah lagu dadaalo ayaan ubaahanahay Isku aragti muhiim maahan inaan wada noqono lkn shaki la aan isku dan baa nahay Mahadsanid,1
815,K yar ka marsribaaaa hhhhhhhh maan ugaynr,1
816,Hadaad Qaadka la Yaabi jirtayn Qamri ba yimi Wale Ummadan halis wayn ba dul hoganaysa Kufsi Dil Dagaal amp Dhamaan camala jaan o dhan ma lays waydiyay waxa so badiyay Siyaasad dhimatay dhaqaala warkii daa dhaqankina Wa kaa si saqiiray,1
817,Khadar Hogad allh kabaq wll midgaan qofkii xun baa ahe,1
818,Waa goorma Kuwan qaadka badan cunayaa xagay lacagta ka keeneen Dadkiina cuno iyo taakulyan bay baahanyihiin Waa wada dhalinyaro Kuwii wadanka wax banlahaa Khasaare,1
819,waxaa hubaal somaliya hdii qaadka laga joojiyo in ee cagaheeda ku istaagi doonto,1
820,Qaadka soomliya walaakey halooxiro cilmi badanaa,1
821,Qaadka Joojoi intaas waa laga yaabaa in aad awoodid wax kasta waxaa tidhi lama heli karo,1
822,DEG DEG Madaxweynaha Somaliya Maxamed Cabdullaahi ayaa joojiyey go aan ay shalay qaten xubnaha golaha wasiiradda Somalia oo aha in la fasaxo dulimadyada Qaadka ee ka imaanaya kenya sida ay xaqiijiyeen ilo katirsan madaxtoyada somaliya xigasho Maxay kula tahay adiga,1
823,Madar Indho Aarre hhh Adba 3 jeer baad so kuftay,1
824,Waxan aad ugu xumahay jirdilka loo gaystay gabar wariye ah oo ku guda jirtay shaqadeda Maamulka dagmada Waaberi waa ku ceeb in ay gacan qaadaan qof dumar ah weliba ay gacan qaadka gaysteen rag maamulka dagmada,1
825,Beeralayda Qaadka Kenya oo wajahaya rajo xumo weyn,1
826,Mansha Allah Hambalyo,1
827,yusuf 5 Qaadka marka la cuno biyaha la iskaga dejiya Waaba siyaasad logic ah Waa laba kala maarmeyn,1
828,Shiikhow intaa kun sanadood baannu naqaannaye dadka wax wax tara ifka masoo kordhineysaan Qaadka madnuuca taraawixda telefishan kasoo tebiya dadka ka wacdiya i ska ilaalilanta aafada covidka fura masaajidada in maskiintu seexdaan bisha rabadaan IFKA dadka wax ugu tara,1
829,Aadbaad umahadsantahay madaxwayne waana kaa filaynay shaqada wanaagsan ood qaranka uhaysid sidaana ku sii hogaami dalkaaga hooyo Waxaan anigu soojeedinlahaa hadii Kenya qaadka ayrabto inan suuq unoqono ilayn waa maandooriyee waa inay anakana naga qaataan geedka binjiga mirihisa,1
830,Somali burburkeda ayee ku raxestan wayo Ragga somaliyeed hadii ey qaadka joojiyan wey so baraarugayan wey is raacayan o wadankoda ayee dhisanayan thats why loo seexina sidii xoolihi habeenki dhafra anagana aan sexano malintii jifa aan shaqeysano waye kenya sheekadeda Allow Allh,1
831,Eng Abdilahi Ahmed Aden malaa xildhiban ku waaa ku fanayaa in inaku gaboye yahay,1
832,Walaahy waa ha dhamaado takoorku ilahay ha isku barkeeyo mubarak iyo murwadiisa mashallah,1
833,Sababta East African Community loogu biirayo ma ahan dhaqaalaha Somalia kor in loogu qaado ee Ujeedka halkaas loogu ordayo waa in Qaadka Kenya canshuur la an loogu soo dhofiyo Somalia Wayo waddamada EAC iyo Somalia wax cilaaqaad dhaqaale ah malahan aan ka aha6n Qaadka Kenya,1
834,Abdi Mohamud Abdi Waa ina kaaa awoowe,1
835,NSHO Kkkkkkk Maanta Ayaad Beentii ugu weynayd sheegtay dadkan Jaadka loo tuurayo waa dadkii Ganacsatada ahaa ee Qaadka iibinaysay waxa kale oo la yaab ah inaad ka soo xigatay Beenaalihii ugu Weynaa ee CBB Dii Faarmaajo subxaanalaah mise Adigaaba Reeraysan You Tuble Qabilaysan Noqotay,1
836,Samiira Cateeye cidida suulka iska jar walaal ud83d ude02 ud83d ude02,1
837,Shimbirkii Dad Qaadka Ahaa Oo Soo Gaadhay Salaxlay Weerarna U Gaystay Gabadh 7 Jir Ah via NEWS,1
838,Afhayeenka Ra iisul Wasaaraha Mohamed Ibrahim Moalimuu oo BBC Soomaali la hadlay ayaa xaqiijiyay in aysan jirin wax qilaaf ah oo madaxda dhaxeeya sidoo kale waxa uu xaqiijiyay in aan Kenya lagala hadli doonin wax hishiis ah sida arrimaha badda iyo qaadka,1
839,Puntland Farxada Munaasabada Ciida Awgeed waxay khafiifisay go aamadii Bandowga Sida Keenista Qaadka isu socodka dadka amp xarumaha ganacsiga,1
840,Madaxweynihii hore mowqifkiisa ku aadan dacwadda badda iyo Qaadka Kenya sidaan ayuu caddaa inta uu wixii uu qaban karay oo dhan qabtay ayuu shacabkana qalbiyadooda dejinayay Maanta iyada oo mugdi badan jiro ayuu madaxweyne Farmaajo aamusan yahay Somalia,1
841,Gobeeeey Ha liciinina ud83e udd70,1
842,Hhh bilxaqiiqa midse ogow walaaley raga xaasaska badan waa original lkn hablaha qaadka iibiya waa copy uroonaanta naftoodu,1
843,Jimce wangsn sxb,1
844,LATEST Kenya oo madaxweynaha Soomaaliya ka sugaysa inuu berri tago Nayrobi si uu saxiixo heshiiska ganacsiga Qaadka,1
845,Afku waa buuxaa oo ma hadli karo Bac qaad ah ayaa ag taal oo uu cunayaa 3 daqiiqo ka hor ayuu soo qoray dawladdu waa in ay qaadka joojisaa si aanu COVID 19 innoo soo gaadhin Waa qof noocma ah kaasi,1
846,LATEST Dowladda Kenya oo sheegtay in madaxweynaha Soomaaliya uu aqbalay in xayiraada laga qaado Qaadka Mirowga,1
847,Yarkaa magtiisa murusade ka doonta takoor ha danbeyee,1
848,Dadka wxaa mooda ineey kuwareeren maxaa heshiishki shalay Loo dhaliilaya wxaa ugu muhimsan o qaadka in lasoo fasoxo kawayn waa inan heshiiska xiligiisa ahyn o nin olole kujira legacy looga dhigay aya muranka kajira,1
849,Mansha alalh hamblyo lenay reerka cusub,1
850,qofka ilaah hooy iyo waalid siiyay oo soo aadayo isaga oo og ayaa ka daran waaga marka uu baryo hadaad heesato risqi aad cunto iyo caafimaad noloshaada waa kaamil saan qaadka ilaah baa leh balse silac lama doorto cadaabtan waxa ka sii daran dadka sida baalaleyda oo kale nool,1
851,Mudada uu karoona fayras hawada ama waxyaabaha kale uu ku dul noolaan karayaa waa mudo kooban miisaaniyada dawlada qayb badan oo ka mid ahina waxay kasoo gashaa caslhuuraha qaadka haxii ag dawladu joojisana kolayba wuu imanayaa oo kootara baan buu kusoo galayaa mana joogsanayo,1
852,Dadku wa isku dhoone Ha dhammaado takoorku,1
853,Ha dhamaado takoorku alaylehe habalyo hanbalyo,1
854,Uhuru Kenyata ayaa dhawaan codsaday in Qaadka loo fasaxo maanta wafdi gaar ah oo kasocda Soomaaliya ayaa aadi lahaa Kenya wafdigaas ayaa dib loo dhigay safarkooda,1
855,Waa horumar wayn dhamaan inta awooda leh ee xil qaadka ahi waa muhim in ay Cadowga iska dhiciyaan oo xuduudooda soo ceshadaan misna lagu soo durkin,1
856,Waan ku Hambalyayna Xukuumad iyo Ganacsatadaba go aanka geesinimada iyo utudhaaluhu ku jiro ee muddada kooban qaadka lagu joojiyay Waxan ku talin lahaa in si cilmiyaysan loo diiwan galiyo muddadaa faa ido iyo khasaare waxa laga gaadhay,1
857,Mar aanu hadal qaadka roobka afkaba ka qaadi weynay ayuu qalbi ka baqoolay qaadirku intan dhegta iigu qabtay Subxaanka yaa cadiim,1
858,Wasida,1
859,Abdifatah Mohed Ismail fiska ayaa iska leh sawirkan ayuu ku galay,1
860,Qaadka mar buu qiimo lahaa waana waagii culumaddii hore ay axaadiista iyo cilmiga ku dul xifdin jireen Lol,1
861,Xildhibaaan anoo ku codeyey dhaliiilo halkan kaaga soo jeedin maaye Machaa alle ayaan leeyahey qoyskaa cusub,1
862,Badra Ahmet Mohomet waad khaldantahy cidi mudan in loo tago Aya loo tagaya ee dadka Ka duwan,1
863,New post Somaliland iyo Puntland oo qaadka dib fasaxday has been published on BANDHIGA,1
864,Ha dhamaado takoorku,1
865,abdifatah Qaadka Itoobiya waa OK,1
866,Kenya waxay inaga heysataa dhulkii NFD oo idil waxay ku dagaallameysaa maanta iney ku darsato Kismaayo iyo badda ku xeeran oo kheyraatka ka buuxo Waxay soo dirayaan wafdi doonayo in loo fasaxo maandooriyaha Qaadka Kenya waa cadawga jiritaanka Soomaaliyeed,1
